id,state.abbrev,station,city,county,zipcode,latitude,longitude
5486,NC,BURGAW POLICE DEPARTMENT,Burgaw,Pender County,28425,34.552445,-77.926029
5487,NC,BURGAW POLICE DEPT,Burgaw,Pender County,28425,34.552445,-77.926029
5488,NC,BURKE COUNTY SHERIFF DEPT,Morganton,Burke County,28655,35.720899,-81.68012
5489,NC,BURKE COUNTY SHERIFF'S OFFICE,Morganton,Burke County,28655,35.720899,-81.68012
5490,NC,BURKE COUNTY SHERIFFS OFFICE,Waynesboro,Burke County,30830,33.075144,-81.99603
5491,NC,BURNSVILLE POLICE DEPARTMENT,Burnsville,Dakota County,55337,44.767215,-93.274726
5492,NC,BURNSVILLE POLICE DEPT,Burnsville,Dakota County,55337,44.767215,-93.274726
5493,NC,BUTNER PUBLIC SAFETY,Butner,Granville County,27509,36.139839,-78.764741
5494,NC,CABARRUS COUNTY SHERIFF DEPT,Concord,Cabarrus County,28025,35.408982,-80.578108
5495,NC,CABARRUS COUNTY SHERIFF'S OFFICE,Concord,Cabarrus County,28025,35.408982,-80.578108
5496,NC,CALDWELL COUNTY SHERIFF DEPT,Lenoir,Caldwell County,28645,35.891352,-81.570918
5497,NC,CALDWELL COUNTY SHERIFF'S OFFICE,Lenoir,Caldwell County,28645,35.891352,-81.570918
5498,NC,CALDWELL COUNTY SHERIFFS OFFICE,Lenoir,Caldwell County,28645,35.891352,-81.570918
5499,NC,CAMDEN COUNTY SHERIFFS OFFICE,Camden,Camden County,8102,39.944844,-75.119992
5500,NC,CANDOR POLICE DEPT,Candor,Montgomery County,27229,35.293089,-79.7458
5501,NC,CAROLINA BEACH POLICE DEPT,Carolina Beach,New Hanover County,28428,34.045379,-77.899274
5502,NC,CARTHAGE POLICE DEPT,Carthage,Jasper County,64836,37.175878,-94.313399
5503,NC,CARY POLICE DEPT,Cary,Wake County,27513,35.789777,-78.779569
5504,NC,CASWELL COUNTY SHERIFF,Yanceyville,Caswell County,27379,36.406637,-79.335686
5505,NC,CASWELL COUNTY SHERIFF DEPT,Yanceyville,Caswell County,27379,36.406637,-79.335686
5506,NC,CATAWBA COUNTY SHERIFF DEPT,Newton,Catawba County,28658,35.661698,-81.232086
5507,NC,CATAWBA COUNTY SHERIFF'S OFFICE,Newton,Catawba County,28658,35.661698,-81.232086
5508,NC,CATAWBA COUNTY SHERIFFS OFFICE,Newton,Catawba County,28658,35.661698,-81.232086
5509,NC,CHAPEL HILL POLICE DEPT,Chapel Hill,Orange County,27514,35.926821,-79.053017
5510,NC,CHARLOTTE MECKLENBURG POLICE DEPT,Charlotte,Mecklenburg County,28202,35.222753,-80.83728
5511,NC,CHATHAM COUNTY SHERIFF DEPT,Savannah,Chatham County,31405,32.066982,-81.168548
5512,NC,CHEROKEE COUNTY SHERIFF DEPT,Centre,Cherokee County,35960,34.152841,-85.678115
5513,NC,CHEROKEE COUNTY SHERIFF'S OFFICE,Canton,Cherokee County,30114,34.195098,-84.492146
5514,NC,CHEROKEE COUNTY SHERIFFS OFFICE,Canton,Cherokee County,30114,34.195098,-84.492146
5515,NC,CHERRYVILLE POLICE DEPT,Cherryville,Gaston County,28021,35.384352,-81.371852
5516,NC,CHINA GROVE POLICE DEPT,China Grove,Rowan County,28023,35.571746,-80.579985
5517,NC,CHOWAN COUNTY SHERIFF DEPT,Edenton,Chowan County,27932,36.065268,-76.612055
5518,NC,CHOWAN COUNTY SHERIFF'S OFFICE,Edenton,Chowan County,27932,36.065268,-76.612055
5519,NC,CHOWAN COUNTY SHERIFFS OFFICE,Edenton,Chowan County,27932,36.065268,-76.612055
5520,NC,CLAY COUNTY SHERIFF DEPT,Liberty,Clay County,64068,39.245256,-94.419524
5521,NC,CLAY COUNTY SHERIFF'S OFFICE,Green Cove Springs,Clay County,32043,30.003653,-81.687131
5522,NC,CLAY COUNTY SHERIFFS OFFICE,Green Cove Springs,Clay County,32043,30.003653,-81.687131
5523,NC,CLAYTON POLICE DEPT,Clayton,Johnston County,27520,35.650576,-78.458326
5524,NC,CLEVELAND COUNTY SHERIFF DEPT,Shelby,Cleveland County,28150,35.290812,-81.535959
5525,NC,CLEVELAND COUNTY SHERIFF'S OFFICE,Norman,Cleveland County,73069,35.220793,-97.441595
5526,NC,CLEVELAND COUNTY SHERIFFS OFFICE,Norman,Cleveland County,73069,35.220793,-97.441595
5527,NC,COATS POLICE DEPARTMENT,Lillington,Harnett County,27546,35.392202,-78.803796
5528,NC,COATS POLICE DEPT,Lillington,Harnett County,27546,35.392202,-78.803796
5529,NC,COLUMBUS COUNTY SHERIFF DEPT,Whiteville,Columbus County,28472,34.336822,-78.719201
5530,NC,COLUMBUS COUNTY SHERIFF'S OFFICE,Whiteville,Columbus County,28472,34.336822,-78.719201
5531,NC,COLUMBUS POLICE DEPT,Columbus,Bartholomew County,47201,39.199826,-85.920284
5532,NC,CONCORD POLICE DEPT,Concord,Contra Costa County,94520,37.970891,-122.031717
5533,NC,CORNELIUS POLICE DEPT,Cornelius,Mecklenburg County,28031,35.481364,-80.859188
5534,NC,CRAMERTON POLICE DEPT,Cramerton,Gaston County,28032,35.235086,-81.07156
5535,NC,CRAVEN COUNTY SHERIFF DEPT,New Bern,Craven County,28562,35.132983,-77.182845
5536,NC,CRAVEN COUNTY SHERIFF OFFICE,New Bern,Craven County,28562,35.132983,-77.182845
5537,NC,CREEDMOOR POLICE DEPT,Creedmoor,Granville County,27522,36.118985,-78.687313
5538,NC,CUMBERLAND COUNTY ALCOHOL NC,Fayetteville,Cumberland County,28304,35.026484,-79.051043
5539,NC,CUMBERLAND COUNTY SHERIFF DEPT,Fayetteville,Cumberland County,28301,35.050439,-78.876917
5540,NC,CURRITUCK COUNTY SHERIFF DEPT,Maple,Currituck County,27956,36.398729,-76.018744
5541,NC,DARE COUNTY SHERIFF DEPT,Manteo,Dare County,27954,35.890069,-75.664431
5542,NC,DARE COUNTY SHERIFF OFFICE,Manteo,Dare County,27954,35.919137,-75.690282
5543,NC,DAVIDSON COUNTY SHERIFF DEPT,Nashville,Davidson County,37211,36.090076,-86.687626
5544,NC,DAVIDSON COUNTY SHERIFF OFFICE,Nashville,Davidson County,37211,36.090076,-86.687626
5545,NC,DAVIDSON POLICE DEPT,Davidson,Mecklenburg County,28036,35.498228,-80.850038
5546,NC,DAVIE COUNTY SHERIFF DEPT,Mocksville,Davie County,27028,35.893521,-80.561462
5547,NC,DHS ICE WINSTON SALEM,Lewisville,Forsyth County,27023,36.098233,-80.41628
5548,NC,DOBSON POLICE DEPT,Dobson,Surry County,27017,36.398029,-80.72428
5549,NC,DOI FWS NC,Raleigh,Wake County,27606,35.791326,-78.703057
5550,NC,DOI FWS WASHINGTON NC,Washington,Beaufort County,27889,35.559241,-77.058708
5551,NC,NPS BLUE RIDGE,Asheville,Buncombe County,28803,35.564766,-82.489803
5552,NC,DOJ BUTNER,Butner,Granville County,27509,36.143723,-78.79946
5553,NC,DOJ BUREAU OF PRISONS FCI BUTNER,Butner,Granville County,27509,36.143723,-78.79946
5554,NC,DOJ RALEIGH,Raleigh,Wake County,27603,35.781685,-78.640875
5555,NC,DOJ/USMS EAST DIST OF NC,Durham,Durham County,27701,35.997222,-78.900303
5556,NC,DOJ/USMS NEW BERN,Raleigh,Wake County,27601,35.77947,-78.634066
5557,NC,DREXEL POLICE DEPT,Drexel,Burke County,28619,35.757237,-81.60661
5558,NC,DUCK POLICE DEPT,Duck,Dare County,27949,36.165076,-75.753638
5559,NC,DUNN POLICE DEPARTMENT,Dunn,Harnett County,28334,35.306757,-78.606709
5560,NC,DUPLIN COUNTY SHERIFF DEPT,Kenansville,Duplin County,28349,34.963686,-77.961596
5561,NC,DURHAM COUNTY SHERIFF DEPT,Durham,Durham County,27701,35.992278,-78.901333
5562,NC,DURHAM POLICE DEPT,Durham,Durham County,27701,35.996604,-78.909244
5563,NC,EDEN POLICE DEPT,Eden,Rockingham County,27288,36.501154,-79.735092
5564,NC,EDENTON POLICE DEPT,Edenton,Chowan County,27932,36.065268,-76.612055
5565,NC,EDGECOMBE COUNTY SHERIFF DEPT,Tarboro,Edgecombe County,27886,35.91058,-77.589044
5566,NC,ELIZABETH CITY POLICE DEPT,Elizabeth City,Pasquotank County,27909,36.299669,-76.221527
5567,NC,ELKIN POLICE DEPT,Elkin,Surry County,28621,36.245738,-80.850812
5568,NC,ELON POLICE DEPT,Elon,Alamance County,27244,36.100066,-79.50704
5569,NC,ENFIELD POLICE DEPT,Enfield,Hartford County,6082,41.99744,-72.553944
5570,NC,FAIRMONT POLICE DEPT,Fairmont,Martin County,56031,43.653596,-94.464814
5571,NC,FARMVILLE POLICE DEPT,Farmville,Prince Edward County,23901,37.301231,-78.392608
5572,NC,FAYETTEVILLE POLICE DEPT,Fayetteville,Cumberland County,28301,35.054206,-78.884367
5573,NC,FLETCHER POLICE DEPT,Fletcher,Henderson County,28732,35.430144,-82.498907
5574,NC,FOREST CITY POLICE DEPT,Forest City,Rutherford County,28043,35.33226,-81.868665
5575,NC,FORSYTH ALCOHOLIC NC,Winston-Salem,Forsyth County,27101,36.096532,-80.256896
5576,NC,FORSYTH COUNTY SHERIFF OFFICE,Cumming,Forsyth County,30040,34.205774,-84.139077
5577,NC,FORT FISHER HISTORIC SITE POLICE,Kure Beach,New Hanover County,28449,33.971642,-77.917749
5578,NC,FOUR OAKS POLICE DEPARTMENT,Smithfield,Johnston County,27577,35.468316,-78.384397
5579,NC,FOXFIRE VILLAGE POLICE DEPT,Jackson Springs,Moore County,27281,35.180058,-79.572343
5580,NC,FRANKLIN COUNTY SHERIFF DEPT,Columbus,Franklin County,43215,39.954184,-83.00031
5581,NC,FRANKLIN POLICE DEPT,Franklin,Williamson County,37064,35.920318,-86.872932
5582,NC,FRANKLINTON POLICE DEPT,Franklinton,Washington Parish,70438,30.853409,-90.157455
5583,NC,GARNER POLICE DEPT,Garner,Wake County,27529,35.706476,-78.621919
5584,NC,GARYSBURG POLICE DEPT,Garysburg,Northampton County,27831,36.449007,-77.565523
5585,NC,GASTON CO SHERIFF DEPT,Gastonia,Gaston County,28052,35.267506,-81.183913
5586,NC,GASTON COUNTY POLICE DEPT,Gastonia,Gaston County,28053,35.262396,-81.188718
5587,NC,GASTONIA CITY POLICE DEPT,Gastonia,Gaston County,28052,35.266343,-81.179171
5588,NC,GIBSONVILLE POLICE DEPT,Gibsonville,Guilford County,27249,36.106023,-79.542858
5589,NC,GLEN ALPINE POLICE DEPT,Morganton,Burke County,28655,35.729332,-81.779035
5590,NC,GOLDSBORO POLICE DEPT,Goldsboro,Wayne County,27530,35.380462,-77.997507
5591,NC,GRAHAM COUNTY SHERIFF DEPT,Safford,Graham County,85546,32.834017,-109.718476
5592,NC,GRAHAM POLICE DEPT,Graham,Alamance County,27253,36.067022,-79.401668
5593,NC,GRANITE FALLS POLICE DEPT,Granite Falls,Caldwell County,28630,35.797856,-81.431002
5594,NC,GRANITE QUARRY POLICE DEPT,Granite Quarry,Rowan County,28072,35.614663,-80.447496
5595,NC,GRANVILLE COUNTY SHERIFF DEPT,Oxford,Granville County,27565,36.312474,-78.587716
5596,NC,GREATER ASHEVILLE REG AIRPORT DPS,Fletcher,Buncombe County,28732,35.434792,-82.537607
5597,NC,GREENE COUNTY SHERIFF DEPT,Springfield,Greene County,65802,37.218603,-93.291926
5598,NC,GREENVILLE POLICE DEPT,Greenville,Greenville County,29601,34.854058,-82.388324
5599,NC,GRIFTON POLICE DEPT,Grifton,Pitt County,28530,35.374178,-77.439067
5600,NC,GUILFORD COUNTY SHERIFF DEPT,Jamestown,Guilford County,27282,35.995277,-79.930825
5601,NC,HALIFAX COUNTY SHERIFF DEPT,Halifax,Halifax County,27839,36.320499,-77.589035
5602,NC,HALIFAX COUNTY SHERIFF OFFICE,Halifax,Halifax County,27839,36.320499,-77.589035
5603,NC,HAMLET POLICE DEPT,Hamlet,Richmond County,28345,34.884979,-79.702781
5604,NC,HARNETT COUNTY SHERIFF DEPT,Lillington,Harnett County,27546,35.417394,-78.808711
5605,NC,HAVELOCK POLICE DEPT,Havelock,Craven County,28532,34.875778,-76.902223
5606,NC,HAW RIVER POLICE DEPT,Haw River,Alamance County,27258,36.091342,-79.363888
5607,NC,HAYWOOD COUNTY SHERIFF DEPT,Waynesville,Haywood County,28786,35.471341,-83.005643
5608,NC,HENDERSON POLICE DEPT,Henderson,Vance County,27536,36.327545,-78.404283
5609,NC,HERTFORD COUNTY SHERIFF DEPT,Winton,Hertford County,27986,36.396834,-76.933787
5610,NC,HIGH POINT PARKS POLICE,High Point,Guilford County,27262,35.987567,-80.021619
5611,NC,HIGH POINT POLICE DEPT,High Point,Guilford County,27260,35.959893,-79.993485
5612,NC,HIGHLANDS POLICE DEPT,Atlantic Highlands,Monmouth County,7716,40.412583,-74.037963
5613,NC,HILLSBOROUGH POLICE DEPT,,Somerset County,8844,40.506477,-74.673877
5614,NC,HOKE COUNTY SHERIFF DEPT,Raeford,Hoke County,28376,34.979139,-79.217086
5615,NC,HOLLY RIDGE POLICE DEPT,Holly Ridge,Onslow County,28445,34.495056,-77.549537
5616,NC,HOLLY SPRINGS POLICE,Holly Springs,Wake County,27540,35.654308,-78.82135
5617,NC,HOPE MILLS POLICE DEPT,Hope Mills,Cumberland County,28348,34.973456,-78.958638
5618,NC,HUNTERSVILLE POLICE DEPT,Huntersville,Mecklenburg County,28078,35.397754,-80.867053
5619,NC,HYDE COUNTY SHERIFF DEPT,Swan Quarter,Hyde County,27885,35.420817,-76.318641
5620,NC,JACKSON COUNTY SHERIFF DEPT,Jackson,Jackson County,49201,42.245056,-84.409951
5621,NC,JACKSON POLICE DEPT,Jackson,Hinds County,39205,32.296988,-90.183749
5622,NC,JACKSONVILLE POLICE DEPT,Jacksonville Beach,Duval County,32250,30.285849,-81.403927
5623,NC,JONES COUNTY SHERIFF DEPT,Laurel,Jones County,39440,31.69419,-89.130235
5624,NC,JONESVILLE POLICE DEPT,Jonesville,Yadkin County,28642,36.239499,-80.823108
5625,NC,KANNAPOLIS POLICE DEPT,Kannapolis,Cabarrus County,28081,35.501891,-80.628032
5626,NC,KENANSVILLE POLICE DEPT,Kenansville,Duplin County,28349,34.96212,-77.958935
5627,NC,KENLY POLICE DEPT,Kenly,Johnston County,27542,35.59556,-78.124027
5628,NC,KERNERSVILLE POLICE DEPT,Kernersville,Forsyth County,27284,36.118249,-80.072513
5629,NC,KILL DEVIL HILLS POLICE DEPT,Kill Devil Hills,Dare County,27948,36.011308,-75.664457
5630,NC,KING POLICE DEPT,King,Stokes County,27021,36.28221,-80.359065
5631,NC,KINGS MOUNTAIN POLICE DEPT,Kings Mountain,Cleveland County,28086,35.239645,-81.342731
5632,NC,KINSTON DEPARTMENT OF PUBLIC SAFETY,Kinston,Lenoir County,28501,35.258382,-77.57851
5633,NC,KINSTON POLICE DEPT,Kinston,Lenoir County,28501,35.258475,-77.578674
5634,NC,KITTY HAWK POLICE DEPT,Kitty Hawk,Dare County,27949,36.064566,-75.70353
5635,NC,KNIGHTDALE PUBLIC SAFETY,Knightdale,Wake County,27545,35.802154,-78.48827
5636,NC,KURE BEACH POLICE DEPT,Kure Beach,New Hanover County,28449,33.999733,-77.910436
5637,NC,LAKE LURE POLICE DEPT,Lake Lure,,28746,35.435356,-82.232362
5638,NC,LAKE WACCAMAW POLICE DEPT,Lake Waccamaw,Columbus County,28450,34.319576,-78.522354
5639,NC,LANDIS POLICE DEPT,Landis,Rowan County,28088,35.547104,-80.608607
5640,NC,LAURINBURG POLICE DEPT,Laurinburg,Scotland County,28352,34.774785,-79.465627
5641,NC,LEE COUNTY SHERIFF DEPT,Fort Myers,Lee County,33912,26.528931,-81.862043
5642,NC,LELAND POLICE DEPT,Leland,Brunswick County,28451,34.236067,-78.009885
5643,NC,LENOIR COUNTY SHERIFF DEPT,Kinston,Lenoir County,28501,35.259216,-77.580469
5644,NC,LENOIR POLICE DEPT,Lenoir,Caldwell County,28645,35.91353,-81.542115
5645,NC,LEXINGTON POLICE DEPT,Lexington,Fayette County,40507,38.045195,-84.496353
5646,NC,LIBERTY POLICE DEPT,Liberty,Clay County,64068,39.245788,-94.4188
5647,NC,LILLINGTON POLICE DEPT,Lillington,Harnett County,27546,35.398036,-78.816236
5648,NC,LINCOLN COUNTY SHERIFF DEPT,Lincolnton,Lincoln County,28092,35.489225,-81.237513
5649,NC,LINCOLNTON POLICE DEPT,Lincolnton,Lincoln County,28092,35.474359,-81.248395
5650,NC,LITTLETON POLICE DEPT,Littleton,Arapahoe County,80120,39.618017,-105.013635
5651,NC,LONG VIEW POLICE DEPT,Longview,Cowlitz County,98632,46.136982,-122.935378
5652,NC,LOUISBURG COLLEGE CAMPUS POLICE DEP,Louisburg,Franklin County,27549,36.105113,-78.297714
5653,NC,LOUISBURG COLLEGE POLICE HI_ED,Louisburg,Franklin County,27549,36.105113,-78.297714
5654,NC,LOUISBURG POLICE DEPT,Louisburg,Franklin County,27549,36.097242,-78.299055
5655,NC,LOWELL POLICE DEPT,Lowell,Middlesex County,1852,42.647041,-71.31351
5656,NC,LUMBERTON POLICE DEPT,Lumberton,Robeson County,28358,34.625822,-78.995073
5657,NC,MACON COUNTY SHERIFF DEPT,Decatur,Macon County,62523,39.839225,-88.953246
5658,NC,MADISON COUNTY SHERIFF DEPT,Madison,Madison County,68748,41.843606,-97.456241
5659,NC,MADISON POLICE DEPT,Madison,Dane County,53703,43.072312,-89.38326
5660,NC,MAGGIE VALLEY POLICE DEPT,Maggie Valley,Haywood County,28751,35.514636,-83.062154
5661,NC,MANTEO POLICE DEPT,Manteo,Dare County,27954,35.909438,-75.673735
5662,NC,MARION POLICE DEPT,Marion,Crittenden County,72364,35.212756,-90.196943
5663,NC,MARS HILL POLICE DEPT,Mars Hill,Madison County,28754,35.830482,-82.547241
5664,NC,MARTIN COUNTY SHERIFF DEPT,Stuart,Martin County,34994,27.171735,-80.242038
5665,NC,MATTHEWS POLICE DEPT,Matthews,Mecklenburg County,28105,35.125292,-80.7208
5666,NC,MAXTON POLICE DEPT,Maxton,Robeson County,28364,34.737304,-79.350945
5667,NC,MAYODAN POLICE DEPT,Mayodan,Rockingham County,27027,36.41293,-79.967682
5668,NC,MAYSVILLE POLICE DEPT,Maysville,Mason County,41056,38.645643,-83.761112
5669,NC,MCDOWELL COUNTY SHERIFF DEPT,Marion,McDowell County,28752,35.664035,-82.031511
5670,NC,MEBANE POLICE DEPT,Mebane,Alamance County,27302,36.096843,-79.268795
5671,NC,MIDDLESEX POLICE DEPT,Middlesex,Middlesex County,8846,40.576311,-74.497457
5672,NC,MINT HILL POLICE DEPT,Mint Hill,Mecklenburg County,28227,35.174746,-80.6566
5673,NC,MITCHELL COUNTY SHERIFF DEPT,Bakersville,Mitchell County,28705,36.013121,-82.154139
5674,NC,MOCKSVILLE POLICE DEPT,Mocksville,Davie County,27028,35.89584,-80.561113
5675,NC,MOORE COUNTY SHERIFF DEPT,Carthage,,28327,35.343525,-79.418563
5676,NC,MOORESVILLE POLICE DEPT,Mooresville,Iredell County,28115,35.593705,-80.816714
5677,NC,MOREHEAD CITY POLICE DEPT,Morehead City,Carteret County,28557,34.723814,-76.717824
5678,NC,MORGANTON DEPT OF PUBLIC SAFETY,Morganton,Burke County,28655,35.732039,-81.739612
5679,NC,MORGANTON POLICE,Morganton,Burke County,28655,35.732039,-81.739612
5680,NC,MOUNT AIRY POLICE DEPT,Mount Airy,Surry County,27030,36.498714,-80.607922
5681,NC,MOUNT GILEAD POLICE DEPT,Mount Gilead,Morrow County,43338,40.550213,-82.83116
5682,NC,MOUNT HOLLY POLICE DEPT,Mount Holly,Burlington County,8060,39.993068,-74.789551
5683,NC,MOUNT OLIVE POLICE DEPT,Mount Olive Township,Morris County,7828,40.84684,-74.745065
5684,NC,MURFREESBORO POLICE DEPT,Murfreesboro,Rutherford County,37130,35.843752,-86.392132
5685,NC,MURPHY POLICE DEPT,Murphy,Collin County,75094,33.017969,-96.610523
5686,NC,NAGS HEAD POLICE DEPT,Nags Head,Dare County,27959,35.934739,-75.612509
5687,NC,NASH COUNTY ALCOHOLIC BEV CONTROL,Nashville,Nash County,27856,35.971437,-77.934659
5688,NC,NAVASSA POLICE DEPT,Navassa,Brunswick County,28451,34.25592,-78.008461
5689,NC,NC ALCOHOL LAW ENFORCEMENT,Conover,Catawba County,28613,35.700901,-81.263853
5690,NC,NC CENTRAL UNIVERSITY POLICE  HI_ED,Durham,Durham County,27707,35.974944,-78.897836
5691,NC,NC DEPT CRIME CONTROL  PUB SAFETY-,Durham,Durham County,27703,35.987057,-78.862535
5692,NC,NC DEPT OF HEALTH AND HUMAN SVCS,Raleigh,Wake County,27609,35.858192,-78.640683
5693,NC,NC DEPT OF PUBLIC SAFETY-ALE,Raleigh,Wake County,27604,35.786868,-78.638761
5694,NC,NC DIVISION OF PRISONS,Raleigh,Wake County,27603,35.7796,-78.65413
5695,NC,NC JUSTICE ACADEMY,Salemburg,Sampson County,28385,35.015203,-78.508045
5696,NC,NC LAW ENFORCEMENT SUPPORT,Raleigh,Wake County,27603,35.709565,-78.661385
5697,NC,NC PARKS & REC FALLS LAKE REC AREA,Carolina Beach,New Hanover County,28428,34.045936,-77.913889
5698,NC,NC STATE BUREAU OF INVESTIGATION,Raleigh,Wake County,27610,35.733753,-78.629899
5699,NC,NC STATE CAPITOL POLICE,Raleigh,Wake County,27603,35.785884,-78.640332
5700,NC,NC STATE HIGHWAY PATROL,Kenansville,Duplin County,28349,34.96212,-77.958935
5701,NC,NC STATE PORT AUTHORITY POLICE,Morehead City,Carteret County,28557,34.716828,-76.699653
5702,NC,NEW  BERN POLICE DEPT,New Bern,Craven County,28560,35.110672,-77.044775
5703,NC,NEW BERN POLICE DEPT,New Bern,Craven County,28560,35.110672,-77.044775
5704,NC,NEW HANOVER COUNTY SHERIFF DEPT,Castle Hayne,New Hanover County,28429,34.327168,-77.895743
5705,NC,NEWPORT POLICE DEPT,Newport Beach,Orange County,92660,33.623219,-117.880328
5706,NC,NEWTON POLICE DEPT,Newton,Middlesex County,2465,42.349399,-71.227529
5707,NC,NORLINA POLICE DEPT,Norlina,Warren County,27563,36.444109,-78.19285
5708,NC,NORTH TOPSAIL BEACH POLICE DEPT,North Topsail Beach,Onslow County,28460,34.492866,-77.425577
5709,NC,NORTH WILKESBORO POLICE DEPT,North Wilkesboro,Wilkes County,28659,36.159865,-81.144857
5710,NC,NORTHAMPTON COUNTY SHERIFF DEPT,Easton,Northampton County,18042,40.687789,-75.217174
5711,NC,NORTHWEST POLICE DEPT,Evanston,Cook County,60201,42.047565,-87.689535
5712,NC,NORWOOD POLICE DEPT,Norwood,Norfolk County,2062,42.192553,-71.195279
5713,NC,OAKBORO POLICE,Oakboro,Stanly County,28129,35.223,-80.325251
5714,NC,OCEAN ISLE BEACH POLICE DEPT,Ocean Isle Beach,Brunswick County,28469,33.889036,-78.437924
5715,NC,OLD FORT POLICE DEPT,Old Fort,McDowell County,28762,35.628411,-82.181616
5716,NC,ONSLOW COUNTY SHERIFF DEPT,Jacksonville,Onslow County,28540,34.751707,-77.431201
5717,NC,ONSLOW COUNTY SHERIFF'S OFFICE,Jacksonville,Onslow County,28540,34.751707,-77.431201
5718,NC,ONSLOW COUNTY SHERIFFS OFFICE,Jacksonville,Onslow County,28540,34.751707,-77.431201
5719,NC,ORANGE COUNTY SHERIFF DEPT,Orange,Orange County,92868,33.784672,-117.88832
5720,NC,ORIENTAL POLICE DEPT,Oriental,Pamlico County,28571,35.028819,-76.694881
5721,NC,PAMLICO COUNTY SHERIFF DEPT,Bayboro,Pamlico County,28515,35.143336,-76.770208
5722,NC,PARKTON POLICE DEPT,Parkton,Robeson County,28371,34.903249,-79.012277
5723,NC,PASQUOTANK COUNTY SHERIFF DEPT,Elizabeth City,Pasquotank County,27909,36.301248,-76.222288
5724,NC,PENDER COUNTY SHERIFF DEPT,Burgaw,Pender County,28425,34.551271,-77.918593
5725,NC,PERSON COUNTY SHERIFF DEPT,Roxboro,Person County,27573,36.395193,-78.98543
5726,NC,PILOT MOUNTAIN POLICE DEPT,Pilot Mountain,Surry County,27041,36.385302,-80.468433
5727,NC,PINE LEVEL POLICE DEPT,Pine Level,Johnston County,27568,35.5123,-78.244962
5728,NC,PINEBLUFF POLICE DEPT,Pine Bluff,Jefferson County,71601,34.220218,-92.001103
5729,NC,PINEHURST POLICE DEPT,Pinehurst,Moore County,28374,35.203861,-79.468968
5730,NC,PINETOPS POLICE DEPT,Pinetops,Edgecombe County,27864,35.791134,-77.637522
5731,NC,PITT COUNTY SHERIFF OFFICE,Greenville,Pitt County,27858,35.613696,-77.37303
5732,NC,PLYMOUTH POLICE DEPT,Plymouth,Plymouth County,2360,41.93367,-70.656765
5733,NC,POLK COUNTY SHERIFF DEP,Winter Haven,Polk County,33880,28.016634,-81.811724
5734,NC,POLK COUNTY SHERIFF DEPT,Winter Haven,Polk County,33880,28.016634,-81.811724
5735,NC,PRINCETON POLICE DEPT,Princeton,Mercer County,8540,40.360791,-74.664838
5736,NC,RALEIGH DURHAM INTL AIRPORT POLICE,Morrisville,Wake County,27560,35.880079,-78.787996
5737,NC,RAMSEUR POLICE DEPT,Ramseur,Randolph County,27316,35.732331,-79.653931
5738,NC,RANDLEMAN POLICE DEPT,Randleman,Randolph County,27317,35.817658,-79.80505
5739,NC,RANDOLPH COUNTY SHERIFF DEPT,Asheboro,Randolph County,27205,35.669613,-79.831091
5740,NC,RANDOLPH COUNTY SHERIFFS OFFICE,Asheboro,Randolph County,27205,35.669613,-79.831091
5741,NC,RANLO POLICE DEPT,Gastonia,Gaston County,28054,35.286647,-81.130824
5742,NC,REIDSVILLE POLICE DEPT,Reidsville,Rockingham County,27320,36.361855,-79.664964
5743,NC,RICH SQUARE POLICE DEPT,Rich Square,Northampton County,27869,36.273313,-77.284267
5744,NC,RICHMOND COUNTY SHERIFF DEPT,Augusta,Richmond County,30901,33.4649,-81.960264
5745,NC,ROANOKE RAPIDS POLICE DEPT,Roanoke Rapids,Halifax County,27870,36.454494,-77.657596
5746,NC,ROBBINS POLICE DEPT,Robbins,Cook County,60472,41.643938,-87.702496
5747,NC,ROBESON COUNTY SHERIFF DEPT,Lumberton,Robeson County,28358,34.585212,-79.052268
5748,NC,ROCKINGHAM COUNTY SHERIFF DEPT,Reidsville,Rockingham County,27320,36.385636,-79.747824
5749,NC,ROCKINGHAM COUNTY SHERIFF OFFICE,Harrisonburg,,22801,38.449442,-78.870907
5750,NC,ROCKINGHAM POLICE DEPT,Rockingham,Richmond County,28379,34.938659,-79.771572
5751,NC,ROCKWELL POLICE DEPT,Rockwell,Rowan County,28138,35.552798,-80.409306
5752,NC,ROLESVILLE POLICE DEPT,Rolesville,Wake County,27571,35.91665,-78.470241
5753,NC,ROWAN COUNTY SHERIFF DEPT,Salisbury,Rowan County,28144,35.669276,-80.468017
5754,NC,ROWLAND POLICE DEPT,Rowland,Robeson County,28383,34.538002,-79.29398
5755,NC,RUTHERFORD COUNTY SHERIFF DEPT,Murfreesboro,Rutherford County,37129,35.836229,-86.412371
5756,NC,RUTHERFORDTON POLICE DEPT,Rutherfordton,Rutherford County,28139,35.366376,-81.957699
5757,NC,SAINT PAULS POLICE DEPT,Saint Paul,Ramsey County,55101,44.956029,-93.087187
5758,NC,SALISBURY POLICE DEPT,Salisbury,Wicomico County,21801,38.368087,-75.609686
5759,NC,SAMPSON COUNTY SHERIFF DEPT,Clinton,Sampson County,28328,34.992441,-78.302942
5760,NC,SCOTLAND NECK POLICE DEPT,Scotland Neck,Halifax County,27874,36.129906,-77.421222
5761,NC,SEABOARD POLICE DEPT,Seaboard,Northampton County,27876,36.49076,-77.442054
5762,NC,SILER CITY POLICE DEPT,Siler City,Chatham County,27344,35.725632,-79.464852
