id,state.abbrev,station,city,county,zipcode,latitude,longitude
5280,MS,MARSHALL COUNTY SHERIFF DEPT,,,,,
5281,MS,MARSHALL COUNTY SHERIFFS OFFICE,,,,,
5282,MS,MCCOMB POLICE DEPT,,,,,
5283,MS,MERIDIAN POLICE DEPT,,,,,
5284,MS,MONROE COUNTY SHERIFF DEPT,,,,,
5285,MS,MONTGOMERY COUNTY SHERIFF DEPT,,,,,
5286,MS,MS BUREAU OF NARCOTICS,,,,,
5287,MS,MS BUREAU OF NARCOTICS LEA,,,,,
5288,MS,MS DEPT OF CORRECTIONS,,,,,
5289,MS,MS DEPT OF PUBLIC SAFETY,,,,,
5290,MS,MS DEPT OF TRANSPORTATION,,,,,
5291,MS,MS HIGHWAY PATROL,,,,,
5292,MS,MS STATE UNIVERSITY POLICE,,,,,
5293,MS,MS STATE UNIVERSITY POLICE HI_ED,,,,,
5294,MS,MYRTLE POLICE DEPT,,,,,
5295,MS,NATCHEZ POLICE DEPT,,,,,
5296,MS,OCEAN SPRINGS POLICE DEPT,,,,,
5297,MS,OKTIBBEHA COUNTY SHERIFF DEPT,,,,,
5298,MS,OKTIBBEHA COUNTY SHERIFFS OFFICE,,,,,
5299,MS,OLIVE BRANCH POLICE DEPT,,,,,
5300,MS,OXFORD POLICE DEPT,,,,,
5301,MS,PEARL POLICE DEPT,,,,,
5302,MS,PEARL RIVER VALLEY RESERVOIR PD,,,,,
5303,MS,PHILADELPHIA POLICE DEPT,,,,,
5304,MS,PONTOTOC POLICE DEPT,,,,,
5305,MS,PRENTISS POLICE DEPT,,,,,
5306,MS,RALEIGH POLICE DEPT,,,,,
5307,MS,RANKIN COUNTY SHERIFF DEPT,,,,,
5308,MS,RANKIN COUNTY SHERIFFS OFFICE,,,,,
5309,MS,RESERVOIR POLICE DEPT,,,,,
5310,MS,RIDGELAND POLICE DEPT,,,,,
5311,MS,SALTILLO POLICE DEPT,,,,,
5312,MS,SENATOBIA POLICE DEPT,,,,,
5313,MS,SIMPSON COUNTY SHERIFF DEPT,,,,,
5314,MS,SIMPSON COUNTY SHERIFFS OFFICE,,,,,
5315,MS,SMITH COUNTY SHERIFF DEPT,,,,,
5316,MS,SMITH COUNTY SHERIFFS DEPT,,,,,
5317,MS,SOUTHAVEN POLICE DEPT,,,,,
5318,MS,STARKVILLE POLICE DEPT,,,,,
5319,MS,TALLAHATCHIE COUNTY SHERIFF DEPT,,,,,
5320,MS,TATE COUNTY SHERIFF DEPT,,,,,
5321,MS,TATE COUNTY SHERIFFS OFFICE,,,,,
5322,MS,TUPELO POLICE DEPT,,,,,
5323,MS,TUTWILER POLICE DEPT,,,,,
5324,MS,UNIV OF SOUTHERN MS POLICE DEPT,,,,,
5325,MS,UNIV OF SOUTHERN MS POLICE HI_ED,,,,,
5326,MS,US DOI NPS NATCHEZ TRACE PKWY,,,,,
5327,MS,VAIDEN POLICE DEPT,,,,,
5328,MS,WASHINGTON COUNTY SHERIFF DEPT,,,,,
5329,MS,WAYNE COUNTY SHERIFF DEPT,,,,,
5330,MS,WEST POINT POLICE DEPT,,,,,
5331,MS,YALOBUSHA COUNTY SHERIFF DEPT,,,,,
5332,MT,ANACONDA DEER LODGE CTY POLICE DEPT,,,,,
5333,MT,BAKER POLICE DEPT,,,,,
5334,MT,BEAVERHEAD CTY SHERIFF DEPT,,,,,
5335,MT,BEAVERHEAD CTY SHERIFF OFFICE,,,,,
5336,MT,BELGRADE POLICE DEPT,,,,,
5337,MT,BIG HORN CO SHERIFF DEPT,,,,,
5338,MT,BLACKFEET TRIBAL LAW ENFORCEMENT,,,,,
5339,MT,BLAINE CTY SHERIFF DEPT,,,,,
5340,MT,BRIDGER POLICE DEPT,,,,,
5341,MT,BROADWATER CTY SHERIFF DEPT,,,,,
5342,MT,BROADWATER CTY SHERIFF OFFICE,,,,,
5343,MT,CARTER CTY SHERIFF DEPT,,,,,
5344,MT,CASCADE CTY SHERIFF,,,,,
5345,MT,CHINOOK POLICE DEPT,,,,,
5346,MT,CHOUTEAU CTY SHERIFF DEPT,,,,,
5347,MT,COLUMBIA FALLS POLICE DEPT,,,,,
5348,MT,CONRAD POLICE DEPT,,,,,
5349,MT,CUT BANK POLICE DEPT,,,,,
5350,MT,DANIELS CTY SHERIFF DEPT,,,,,
5351,MT,DILLON POLICE DEPT,,,,,
5352,MT,DOJ/DEA BILLINGS,,,,,
5353,MT,DOJ/GAMBLING CONTROL DIV,,,,,
5354,MT,EUREKA POLICE DEPT,,,,,
5355,MT,FALLON CTY SHERIFF DEPT,,,,,
5356,MT,FLATHEAD CTY SHERIFF DEPT,,,,,
5357,MT,FLATHEAD CTY SHERIFF OFFICE,,,,,
5358,MT,FORT BENTON POLICE DEPT,,,,,
5359,MT,FROMBERG POLICE DEPT,,,,,
5360,MT,GALLATIN AIRPORT AUTHORITY,,,,,
5361,MT,GALLATIN CTY SHERIFF DEPT,,,,,
5362,MT,GARFIELD CTY SHERIFF DEPT,,,,,
5363,MT,GLACIER CTY SHERIFF DEPT,,,,,
5364,MT,GLASGOW POLICE DEPT,,,,,
5365,MT,GOLDEN VALLEY CTY SHERIFF,,,,,
5366,MT,GRANITE CTY SHERIFF DEPT,,,,,
5367,MT,GREAT FALLS INTL AIRPORT PD,,,,,
5368,MT,GREAT FALLS POLICE DEPT,,,,,
5369,MT,HAVRE POLICE DEPT,,,,,
5370,MT,HELENA CITY POLICE DEPT,,,,,
5371,MT,HOT SPRINGS POLICE DEPT,,,,,
5372,MT,JUDITH BASIN CO SHERIFF'S OFFICE,,,,,
5373,MT,LAUREL POLICE DEPT,,,,,
5374,MT,LEWIS AND CLARK CTY SHERIFF DEPT,,,,,
5375,MT,LEWISTOWN POLICE DEPT,,,,,
5376,MT,LINCOLN COUNTY SHERIFFS OFFICE,,,,,
5377,MT,LINCOLN CTY SHERIFF DEPT,,,,,
5378,MT,MCCONE COUNTY SHERIFF'S OFFICE,,,,,
5379,MT,MCCONE COUNTY SHERIFFS OFFICE,,,,,
5380,MT,MEAGHER CTY SHERIFF DEPT,,,,,
5381,MT,MEAGHER CTY SHERIFF OFFICE,,,,,
5382,MT,MISSOULA CTY SHERIFF DEPT,,,,,
5383,MT,MISSOULA POLICE DEPT,,,,,
5384,MT,MT DEPT OF CORR HELENA,,,,,
5385,MT,MT DEPT OF FISH/WILDLIFE/PARKS  1,,,,,
5386,MT,MT DEPT OF LIVESTOCK,,,,,
5387,MT,MT DOJ GAMBLING CONTROL DIVISION,,,,,
5388,MT,MT HIGHWAY PATROL HELENA,,,,,
5389,MT,MT STATE PRISON,,,,,
5390,MT,MUSSELSHELL CTY SHERIFF,,,,,
5391,MT,PARK CTY SHERIFF DEPT,,,,,
5392,MT,PETROLEUM CTY SHERIFF DEPT,,,,,
5393,MT,PHILLIPS CTY SHERIFF DEPT,,,,,
5394,MT,POLSON POLICE DEPT,,,,,
5395,MT,PONDERA CTY SHERIFF DEPT,,,,,
5396,MT,POPLAR CITY POLICE DEPT,,,,,
5397,MT,POWDER RIVER CTY SHERIFF DEPT,,,,,
5398,MT,POWELL CTY SHERIFF DEPT,,,,,
5399,MT,PRAIRIE CO SHERIFF DEPT,,,,,
5400,MT,RICHLAND CTY SHERIFF OFFICE,,,,,
5401,MT,ROOSEVELT CTY SHERIFF DEPT,,,,,
5402,MT,SANDERS CTY SHERIFF DEPT,,,,,
5403,MT,SHERIDAN CTY SHERIFF DEPT,,,,,
5404,MT,SWEET GRASS CTY SHERIFF DEPT,,,,,
5405,MT,TETON CTY SHERIFF DEPT,,,,,
5406,MT,TOOLE CTY SHERIFF DEPT,,,,,
5407,MT,TROY CITY POLICE DEPT,,,,,
5408,MT,VALLEY CTY SHERIFF DEPT,,,,,
5409,MT,WHEATLAND CTY SHERIFF OFFICE,,,,,
5410,MT,WHITEFISH POLICE DEPT,,,,,
5411,MT,YELLOWSTONE CTY SHERIFF DEPT,,,,,
5412,NC,ABERDEEN POLICE DEPT,,,,,
5413,NC,AHOSKIE POLICE DEPT,,,,,
5414,NC,ALAMANCE COUNTY SHERIFF DEPT,,,,,
5415,NC,ALAMANCE COUNTY SHERIFF'S OFFICE,,,,,
5416,NC,ALBEMARLE POLICE DEPARTMENT,,,,,
5417,NC,ALBEMARLE POLICE DEPT,,,,,
5418,NC,ALBERT ELLIS AIRPORT POLICE AGENCY,,,,,
5419,NC,ALBERT J ELLIS AIRPORT PD LEA,,,,,
5420,NC,ALBERT J ELLIS AIRPORT POLICE DEPT,,,,,
5421,NC,ALEXANDER COUNTY SHERIFF DEPT,,,,,
5422,NC,ALEXANDER COUNTY SHERIFF'S OFFICE,,,,,
5423,NC,ALEXANDER COUNTY SHERIFFS OFFICE,,,,,
5424,NC,ALLEGHANY COUNTY SHERIFF DEPT,,,,,
5425,NC,ALLEGHANY COUNTY SHERIFF'S OFFICE,,,,,
5426,NC,ALLEGHANY COUNTY SHERIFFS OFFICE,,,,,
5427,NC,ANDREWS POLICE DEPARTMENT,,,,,
5428,NC,ANDREWS POLICE DEPT,,,,,
5429,NC,ANSON COUNTY SHERIFFS OFFICE,,,,,
5430,NC,APPALACHIAN STATE UNIV POLICE,,,,,
5431,NC,ARBORETUM SPECIAL POLICE DEPT,,,,,
5432,NC,ARCHDALE POLICE DEPT,,,,,
5433,NC,ASHE COUNTY SHERIFF OFFICE,,,,,
5434,NC,ASHE COUNTY SHERIFF'S OFFICE,,,,,
5435,NC,ASHE COUNTY SHERIFFS OFFICE,,,,,
5436,NC,ASHEBORO POLICE DEPT,,,,,
5437,NC,ASHEVILLE POLICE DEPARTMENT,,,,,
5438,NC,ASHEVILLE POLICE DEPT,,,,,
5439,NC,ASHEVILLE REGIONAL AIRPORT POLICE,,,,,
5440,NC,ATLANTIC BEACH POLICE DEPT,,,,,
5441,NC,AVERY COUNTY SHERIFF DEPT,,,,,
5442,NC,AVERY COUNTY SHERIFF'S OFFICE,,,,,
5443,NC,AVERY COUNTY SHERIFFS OFFICE,,,,,
5444,NC,AYDEN POLICE DEPARTMENT,,,,,
5445,NC,AYDEN POLICE DEPT,,,,,
5446,NC,BADIN POLICE DEPT,,,,,
5447,NC,BALD HEAD ISLAND POLICE,,,,,
5448,NC,BANNER ELK POLICE DEPT,,,,,
5449,NC,BEAUFORT COUNTY SHERIFF DEPT,,,,,
5450,NC,BEAUFORT COUNTY SHERIFF'S OFFICE,,,,,
5451,NC,BEAUFORT COUNTY SHERIFFS OFFICE,,,,,
5452,NC,BEAUFORT POLICE DEPT,,,,,
5453,NC,BEECH MOUNTAIN POLICE DEPT,,,,,
5454,NC,BELHAVEN POLICE DEPT,,,,,
5455,NC,BELMONT POLICE DEPARTMENT,,,,,
5456,NC,BELMONT POLICE DEPT,,,,,
5457,NC,BERTIE COUNTY SHERIFF DEPT,,,,,
5458,NC,BERTIE COUNTY SHERIFF'S OFFICE,,,,,
5459,NC,BERTIE COUNTY SHERIFFS OFFICE,,,,,
5460,NC,BETHEL POLICE DEPARTMENT,,,,,
5461,NC,BETHEL POLICE DEPT,,,,,
5462,NC,BEULAVILLE POLICE DEPT,,,,,
5463,NC,BISCOE POLICE DEPARTMENT,,,,,
5464,NC,BISCOE POLICE DEPT,,,,,
5465,NC,BLADEN COUNTY SHERIFF DEPT,,,,,
5466,NC,BLADEN COUNTY SHERIFF'S OFFICE,,,,,
5467,NC,BLADEN COUNTY SHERIFFS OFFICE,,,,,
5468,NC,BLADENBORO POLICE DEPARTMENT,,,,,
5469,NC,BLADENBORO POLICE DEPT,,,,,
5470,NC,BLOWING ROCK POLICE DEPT,,,,,
5471,NC,BOILING SPRING LAKES POLICE DEPT,,,,,
5472,NC,BOILING SPRINGS LAKE POLICE DEPT,,,,,
5473,NC,BOILING SPRINGS POLICE DEPT,,,,,
5474,NC,BOONE POLICE DEPARTMENT,,,,,
5475,NC,BOONE POLICE DEPT,,,,,
5476,NC,BRIDGETON POLICE DEPARTMENT,,,,,
5477,NC,BRIDGETON POLICE DEPT,,,,,
5478,NC,BROUGHTON POLICE DEPARTMENT,,,,,
5479,NC,BROUGHTON POLICE DEPT,,,,,
5480,NC,BRUNSWICK COUNTY SHERIFF OFFICE,,,,,
5481,NC,BRUNSWICK COUNTY SHERIFF'S OFFICE,,,,,
5482,NC,BRUNSWICK COUNTY SHERIFFS OFFICE,,,,,
5483,NC,BRYSON CITY POLICE DEPT,,,,,
5484,NC,BUNCOMBE COUNTY SHERIFF,,,,,
5485,NC,BUNCOMBE COUNTY SHERIFF DEPT,,,,,
5486,NC,BURGAW POLICE DEPARTMENT,,,,,
5487,NC,BURGAW POLICE DEPT,,,,,
5488,NC,BURKE COUNTY SHERIFF DEPT,,,,,
5489,NC,BURKE COUNTY SHERIFF'S OFFICE,,,,,
5490,NC,BURKE COUNTY SHERIFFS OFFICE,,,,,
5491,NC,BURNSVILLE POLICE DEPARTMENT,,,,,
5492,NC,BURNSVILLE POLICE DEPT,,,,,
5493,NC,BUTNER PUBLIC SAFETY,,,,,
5494,NC,CABARRUS COUNTY SHERIFF DEPT,,,,,
5495,NC,CABARRUS COUNTY SHERIFF'S OFFICE,,,,,
5496,NC,CALDWELL COUNTY SHERIFF DEPT,,,,,
5497,NC,CALDWELL COUNTY SHERIFF'S OFFICE,,,,,
5498,NC,CALDWELL COUNTY SHERIFFS OFFICE,,,,,
5499,NC,CAMDEN COUNTY SHERIFFS OFFICE,,,,,
5500,NC,CANDOR POLICE DEPT,,,,,
5501,NC,CAROLINA BEACH POLICE DEPT,,,,,
5502,NC,CARTHAGE POLICE DEPT,,,,,
5503,NC,CARY POLICE DEPT,,,,,
5504,NC,CASWELL COUNTY SHERIFF,,,,,
5505,NC,CASWELL COUNTY SHERIFF DEPT,,,,,
5506,NC,CATAWBA COUNTY SHERIFF DEPT,,,,,
5507,NC,CATAWBA COUNTY SHERIFF'S OFFICE,,,,,
5508,NC,CATAWBA COUNTY SHERIFFS OFFICE,,,,,
5509,NC,CHAPEL HILL POLICE DEPT,,,,,
5510,NC,CHARLOTTE MECKLENBURG POLICE DEPT,,,,,
5511,NC,CHATHAM COUNTY SHERIFF DEPT,,,,,
5512,NC,CHEROKEE COUNTY SHERIFF DEPT,,,,,
5513,NC,CHEROKEE COUNTY SHERIFF'S OFFICE,,,,,
5514,NC,CHEROKEE COUNTY SHERIFFS OFFICE,,,,,
5515,NC,CHERRYVILLE POLICE DEPT,,,,,
5516,NC,CHINA GROVE POLICE DEPT,,,,,
5517,NC,CHOWAN COUNTY SHERIFF DEPT,,,,,
5518,NC,CHOWAN COUNTY SHERIFF'S OFFICE,,,,,
5519,NC,CHOWAN COUNTY SHERIFFS OFFICE,,,,,
5520,NC,CLAY COUNTY SHERIFF DEPT,,,,,
5521,NC,CLAY COUNTY SHERIFF'S OFFICE,,,,,
5522,NC,CLAY COUNTY SHERIFFS OFFICE,,,,,
5523,NC,CLAYTON POLICE DEPT,,,,,
5524,NC,CLEVELAND COUNTY SHERIFF DEPT,,,,,
5525,NC,CLEVELAND COUNTY SHERIFF'S OFFICE,,,,,
5526,NC,CLEVELAND COUNTY SHERIFFS OFFICE,,,,,
5527,NC,COATS POLICE DEPARTMENT,,,,,
5528,NC,COATS POLICE DEPT,,,,,
5529,NC,COLUMBUS COUNTY SHERIFF DEPT,,,,,
5530,NC,COLUMBUS COUNTY SHERIFF'S OFFICE,,,,,
5531,NC,COLUMBUS POLICE DEPT,,,,,
5532,NC,CONCORD POLICE DEPT,,,,,
5533,NC,CORNELIUS POLICE DEPT,,,,,
5534,NC,CRAMERTON POLICE DEPT,,,,,
5535,NC,CRAVEN COUNTY SHERIFF DEPT,,,,,
5536,NC,CRAVEN COUNTY SHERIFF OFFICE,,,,,
5537,NC,CREEDMOOR POLICE DEPT,,,,,
5538,NC,CUMBERLAND COUNTY ALCOHOL ENF,,,,,
5539,NC,CUMBERLAND COUNTY SHERIFF DEPT,,,,,
5540,NC,CURRITUCK COUNTY SHERIFF DEPT,,,,,
5541,NC,DARE COUNTY SHERIFF DEPT,,,,,
5542,NC,DARE COUNTY SHERIFF OFFICE,,,,,
5543,NC,DAVIDSON COUNTY SHERIFF DEPT,,,,,
5544,NC,DAVIDSON COUNTY SHERIFF OFFICE,,,,,
5545,NC,DAVIDSON POLICE DEPT,,,,,
5546,NC,DAVIE COUNTY SHERIFF DEPT,,,,,
5547,NC,DHS/ICE WINSTON SALEM,,,,,
5548,NC,DOBSON POLICE DEPT,,,,,
5549,NC,DOI/FWS,,,,,
5550,NC,DOI/FWS WASHINGTON,,,,,
5551,NC,DOI/NPS BLUE RIDGE,,,,,
5552,NC,DOJ/BOP BUTNER,,,,,
5553,NC,DOJ/BUREAU OF PRISONS FCI BUTNER,,,,,
5554,NC,DOJ/DEA RALEIGH,,,,,
5555,NC,DOJ/USMS EAST DIST OF NC,,,,,
5556,NC,DOJ/USMS NEW BERN,,,,,
5557,NC,DREXEL POLICE DEPT,,,,,
5558,NC,DUCK POLICE DEPT,,,,,
5559,NC,DUNN POLICE DEPARTMENT,,,,,
5560,NC,DUPLIN COUNTY SHERIFF DEPT,,,,,
5561,NC,DURHAM COUNTY SHERIFF DEPT,,,,,
5562,NC,DURHAM POLICE DEPT,,,,,
5563,NC,EDEN POLICE DEPT,,,,,
5564,NC,EDENTON POLICE DEPT,,,,,
5565,NC,EDGECOMBE COUNTY SHERIFF DEPT,,,,,
5566,NC,ELIZABETH CITY POLICE DEPT,,,,,
5567,NC,ELKIN POLICE DEPT,,,,,
5568,NC,ELON POLICE DEPT,,,,,
5569,NC,ENFIELD POLICE DEPT,,,,,
5570,NC,FAIRMONT POLICE DEPT,,,,,
5571,NC,FARMVILLE POLICE DEPT,,,,,
5572,NC,FAYETTEVILLE POLICE DEPT,,,,,
5573,NC,FLETCHER POLICE DEPT,,,,,
5574,NC,FOREST CITY POLICE DEPT,,,,,
5575,NC,FORSYTH ALCOHOLIC BEV CONTROL,,,,,
5576,NC,FORSYTH COUNTY SHERIFF OFFICE,,,,,
5577,NC,FORT FISHER HISTORIC SITE POLICE,,,,,
5578,NC,FOUR OAKS POLICE DEPARTMENT,,,,,
5579,NC,FOXFIRE VILLAGE POLICE DEPT,,,,,
5580,NC,FRANKLIN COUNTY SHERIFF DEPT,,,,,
5581,NC,FRANKLIN POLICE DEPT,,,,,
5582,NC,FRANKLINTON POLICE DEPT,,,,,
5583,NC,GARNER POLICE DEPT,,,,,
5584,NC,GARYSBURG POLICE DEPT,,,,,
5585,NC,GASTON CO SHERIFF DEPT,,,,,
5586,NC,GASTON COUNTY POLICE DEPT,,,,,
5587,NC,GASTONIA CITY POLICE DEPT,,,,,
5588,NC,GIBSONVILLE POLICE DEPT,,,,,
5589,NC,GLEN ALPINE POLICE DEPT,,,,,
5590,NC,GOLDSBORO POLICE DEPT,,,,,
5591,NC,GRAHAM COUNTY SHERIFF DEPT,,,,,
5592,NC,GRAHAM POLICE DEPT,,,,,
5593,NC,GRANITE FALLS POLICE DEPT,,,,,
5594,NC,GRANITE QUARRY POLICE DEPT,,,,,
5595,NC,GRANVILLE COUNTY SHERIFF DEPT,,,,,
5596,NC,GREATER ASHEVILLE REG AIRPORT DPS,,,,,
5597,NC,GREENE COUNTY SHERIFF DEPT,,,,,
5598,NC,GREENVILLE POLICE DEPT,,,,,
5599,NC,GRIFTON POLICE DEPT,,,,,
5600,NC,GUILFORD COUNTY SHERIFF DEPT,,,,,
5601,NC,HALIFAX COUNTY SHERIFF DEPT,,,,,
5602,NC,HALIFAX COUNTY SHERIFF OFFICE,,,,,
5603,NC,HAMLET POLICE DEPT,,,,,
5604,NC,HARNETT COUNTY SHERIFF DEPT,,,,,
5605,NC,HAVELOCK POLICE DEPT,,,,,
5606,NC,HAW RIVER POLICE DEPT,,,,,
5607,NC,HAYWOOD COUNTY SHERIFF DEPT,,,,,
5608,NC,HENDERSON POLICE DEPT,,,,,
5609,NC,HERTFORD COUNTY SHERIFF DEPT,,,,,
5610,NC,HIGH POINT PARKS POLICE,,,,,
5611,NC,HIGH POINT POLICE DEPT,,,,,
5612,NC,HIGHLANDS POLICE DEPT,,,,,
5613,NC,HILLSBOROUGH POLICE DEPT,,,,,
5614,NC,HOKE COUNTY SHERIFF DEPT,,,,,
5615,NC,HOLLY RIDGE POLICE DEPT,,,,,
5616,NC,HOLLY SPRINGS POLICE,,,,,
5617,NC,HOPE MILLS POLICE DEPT,,,,,
5618,NC,HUNTERSVILLE POLICE DEPT,,,,,
5619,NC,HYDE COUNTY SHERIFF DEPT,,,,,
5620,NC,JACKSON COUNTY SHERIFF DEPT,,,,,
5621,NC,JACKSON POLICE DEPT,,,,,
5622,NC,JACKSONVILLE POLICE DEPT,,,,,
5623,NC,JONES COUNTY SHERIFF DEPT,,,,,
5624,NC,JONESVILLE POLICE DEPT,,,,,
5625,NC,KANNAPOLIS POLICE DEPT,,,,,
5626,NC,KENANSVILLE POLICE DEPT,,,,,
5627,NC,KENLY POLICE DEPT,,,,,
5628,NC,KERNERSVILLE POLICE DEPT,,,,,
5629,NC,KILL DEVIL HILLS POLICE DEPT,,,,,
5630,NC,KING POLICE DEPT,,,,,
5631,NC,KINGS MOUNTAIN POLICE DEPT,,,,,
5632,NC,KINSTON DEPARTMENT OF PUBLIC SAFETY,,,,,
5633,NC,KINSTON POLICE DEPT,,,,,
5634,NC,KITTY HAWK POLICE DEPT,,,,,
5635,NC,KNIGHTDALE PUBLIC SAFETY,,,,,
5636,NC,KURE BEACH POLICE DEPT,,,,,
5637,NC,LAKE LURE POLICE DEPT,,,,,
5638,NC,LAKE WACCAMAW POLICE DEPT,,,,,
5639,NC,LANDIS POLICE DEPT,,,,,
5640,NC,LAURINBURG POLICE DEPT,,,,,
5641,NC,LEE COUNTY SHERIFF DEPT,,,,,
5642,NC,LELAND POLICE DEPT,,,,,
5643,NC,LENOIR COUNTY SHERIFF DEPT,,,,,
5644,NC,LENOIR POLICE DEPT,,,,,
5645,NC,LEXINGTON POLICE DEPT,,,,,
5646,NC,LIBERTY POLICE DEPT,,,,,
5647,NC,LILLINGTON POLICE DEPT,,,,,
5648,NC,LINCOLN COUNTY SHERIFF DEPT,,,,,
5649,NC,LINCOLNTON POLICE DEPT,,,,,
5650,NC,LITTLETON POLICE DEPT,,,,,
5651,NC,LONG VIEW POLICE DEPT,,,,,
5652,NC,LOUISBURG COLLEGE CAMPUS POLICE DEP,,,,,
5653,NC,LOUISBURG COLLEGE POLICE HI_ED,,,,,
5654,NC,LOUISBURG POLICE DEPT,,,,,
5655,NC,LOWELL POLICE DEPT,,,,,
5656,NC,LUMBERTON POLICE DEPT,,,,,
5657,NC,MACON COUNTY SHERIFF DEPT,,,,,
5658,NC,MADISON COUNTY SHERIFF DEPT,,,,,
5659,NC,MADISON POLICE DEPT,,,,,
5660,NC,MAGGIE VALLEY POLICE DEPT,,,,,
5661,NC,MANTEO POLICE DEPT,,,,,
5662,NC,MARION POLICE DEPT,,,,,
5663,NC,MARS HILL POLICE DEPT,,,,,
5664,NC,MARTIN COUNTY SHERIFF DEPT,,,,,
5665,NC,MATTHEWS POLICE DEPT,,,,,
5666,NC,MAXTON POLICE DEPT,,,,,
5667,NC,MAYODAN POLICE DEPT,,,,,
5668,NC,MAYSVILLE POLICE DEPT,,,,,
5669,NC,MCDOWELL COUNTY SHERIFF DEPT,,,,,
5670,NC,MEBANE POLICE DEPT,,,,,
5671,NC,MIDDLESEX POLICE DEPT,,,,,
5672,NC,MINT HILL POLICE DEPT,,,,,
5673,NC,MITCHELL COUNTY SHERIFF DEPT,,,,,
5674,NC,MOCKSVILLE POLICE DEPT,,,,,
5675,NC,MOORE COUNTY SHERIFF DEPT,,,,,
5676,NC,MOORESVILLE POLICE DEPT,,,,,
5677,NC,MOREHEAD CITY POLICE DEPT,,,,,
5678,NC,MORGANTON DEPT OF PUBLIC SAFETY,,,,,
5679,NC,MORGANTON POLICE,,,,,
5680,NC,MOUNT AIRY POLICE DEPT,,,,,
5681,NC,MOUNT GILEAD POLICE DEPT,,,,,
5682,NC,MOUNT HOLLY POLICE DEPT,,,,,
5683,NC,MOUNT OLIVE POLICE DEPT,,,,,
5684,NC,MURFREESBORO POLICE DEPT,,,,,
5685,NC,MURPHY POLICE DEPT,,,,,
5686,NC,NAGS HEAD POLICE DEPT,,,,,
5687,NC,NASH COUNTY ALCOHOLIC BEV CONTROL,,,,,
5688,NC,NAVASSA POLICE DEPT,,,,,
5689,NC,NC ALCOHOL LAW ENFORCEMENT,,,,,
5690,NC,NC CENTRAL UNIVERSITY POLICE  HI_ED,,,,,
5691,NC,NC DEPT CRIME CONTROL  PUB SAFETY-,,,,,
5692,NC,NC DEPT OF HEALTH AND HUMAN SVCS,,,,,
5693,NC,NC DEPT OF PUBLIC SAFETY-ALE,,,,,
5694,NC,NC DIVISION OF PRISONS,,,,,
5695,NC,NC JUSTICE ACADEMY,,,,,
5696,NC,NC LAW ENFORCEMENT SUPPORT,,,,,
5697,NC,NC PARKS & REC FALLS LAKE REC AREA,,,,,
5698,NC,NC STATE BUREAU OF INVESTIGATION,,,,,
5699,NC,NC STATE CAPITOL POLICE,,,,,
5700,NC,NC STATE HIGHWAY PATROL,,,,,
5701,NC,NC STATE PORT AUTHORITY POLICE,,,,,
5702,NC,NEW  BERN POLICE DEPT,,,,,
5703,NC,NEW BERN POLICE DEPT,,,,,
5704,NC,NEW HANOVER COUNTY SHERIFF DEPT,,,,,
5705,NC,NEWPORT POLICE DEPT,,,,,
5706,NC,NEWTON POLICE DEPT,,,,,
5707,NC,NORLINA POLICE DEPT,,,,,
5708,NC,NORTH TOPSAIL BEACH POLICE DEPT,,,,,
5709,NC,NORTH WILKESBORO POLICE DEPT,,,,,
5710,NC,NORTHAMPTON COUNTY SHERIFF DEPT,,,,,
5711,NC,NORTHWEST POLICE DEPT,,,,,
5712,NC,NORWOOD POLICE DEPT,,,,,
5713,NC,OAKBORO POLICE,,,,,
5714,NC,OCEAN ISLE BEACH POLICE DEPT,,,,,
5715,NC,OLD FORT POLICE DEPT,,,,,
5716,NC,ONSLOW COUNTY SHERIFF DEPT,,,,,
5717,NC,ONSLOW COUNTY SHERIFF'S OFFICE,,,,,
5718,NC,ONSLOW COUNTY SHERIFFS OFFICE,,,,,
5719,NC,ORANGE COUNTY SHERIFF DEPT,,,,,
5720,NC,ORIENTAL POLICE DEPT,,,,,
5721,NC,PAMLICO COUNTY SHERIFF DEPT,,,,,
5722,NC,PARKTON POLICE DEPT,,,,,
5723,NC,PASQUOTANK COUNTY SHERIFF DEPT,,,,,
5724,NC,PENDER COUNTY SHERIFF DEPT,,,,,
5725,NC,PERSON COUNTY SHERIFF DEPT,,,,,
5726,NC,PILOT MOUNTAIN POLICE DEPT,,,,,
5727,NC,PINE LEVEL POLICE DEPT,,,,,
5728,NC,PINEBLUFF POLICE DEPT,,,,,
5729,NC,PINEHURST POLICE DEPT,,,,,
5730,NC,PINETOPS POLICE DEPT,,,,,
5731,NC,PITT COUNTY SHERIFF OFFICE,,,,,
5732,NC,PLYMOUTH POLICE DEPT,,,,,
5733,NC,POLK COUNTY SHERIFF DEP,,,,,
5734,NC,POLK COUNTY SHERIFF DEPT,,,,,
5735,NC,PRINCETON POLICE DEPT,,,,,
5736,NC,RALEIGH DURHAM INTL AIRPORT POLICE,,,,,
5737,NC,RAMSEUR POLICE DEPT,,,,,
5738,NC,RANDLEMAN POLICE DEPT,,,,,
5739,NC,RANDOLPH COUNTY SHERIFF DEPT,,,,,
5740,NC,RANDOLPH COUNTY SHERIFFS OFFICE,,,,,
5741,NC,RANLO POLICE DEPT,,,,,
5742,NC,REIDSVILLE POLICE DEPT,,,,,
5743,NC,RICH SQUARE POLICE DEPT,,,,,
5744,NC,RICHMOND COUNTY SHERIFF DEPT,,,,,
